,text,original_label,identifier,label,column
2241,36 The objectives of this Decision are to facilitate efficient and effective electronic cross border or cross sector interaction between European public administrations and between them and citizens and businesses to enable the delivery of electronic public services supporting the implementation of Union policies and activities Since this cannot be sufficiently achieved by the Member States acting alone because the coordination function at the European level would be difficult and costly to set up at the level of the Member States by Member States themselves and can therefore by reason of the scale and effects of the proposed action be better achieved at Union level the Union may adopt measures in accordance with the principle of subsidiarity as set out in Article 5 of the Treaty on European Union In accordance with the principle of proportionality as set out in that Article l this Decision does not go beyond what is necessary in order to achieve those objectives,1,2014/0185(COD)_59,1,COM
2242,1 Each entry exit record or refusal of entry record linked to an individual file shall be stored for five years following the date of the exit record or of the refusal of entry record as applicable,999,2016/0106(COD)_385,2,Council
2243,Article 11 Coverage and terms of the EFSD guarantee agreements,999,2016/0281(COD)_155,2,Council
2244,3 The contract concluded between the Commission and the Registry pursuant to point c of Article 3 1 of Regulation EC No 733 2002 shall continue to produce effects until date minus 1 day of the date of application of present regulation no later than three years after the entry into force,999,2018/0110(COD)_168,2,EP
2245,3 Member States that proceed deployment shall adopt and publish the minimum functional and technical requirements for the smart metering systems to be rolled out in their territories in line with the provisions laid down in Article 20 and Annex III Member States shall ensure the interoperability of these smart metering systems as well as their ability to provide output for consumer energy management systems To this respect Member States shall have due regard to the of relevant available standards including those enabling including those enabling interoperability best practices and importance of the development of the internal market in electricity,1,2016/0380(COD)_375,1,Council
2246,Amendment 65 1 Where the arable land covers more than 10 hectares Ffarmers shall ensure during the first year of implementation of the present regulation that at least 3 of their eligible hectares as defined in Article 25 2 excluding areas under permanent grassland and permanent pasture and permanent crops is ecological focus area such as land left fallow terraces landscape features including hedgerows ditches stonewalls in field trees and ponds land planted with nitrogen fixing crops buffer strips and afforested areas as referred to in article 25 2 b ii Farmers may apply this measure to their entire holding Farmers may use an ecological focus area for production without utilisation of pesticide or fertiliser application From 1 January 2016 the percentage indicated in the first subparagraph shall be raised to 5,1,2011/0280(COD)_405,1,EP
2247,27a Article 12 shall be replaced by the following,999,2012/0360(COD)_84,2,Council
2248,1 The Management Board shall be composed of one representative of each Member State and the Commission,1,2009/0089(COD)_84,1,EP
2249,The Member States shall lay down the rules on penalties applicable to infringements of the provisions of this Regulation and shall take all measures necessary to ensure that those rules are implemented The penalties provided for must be effective proportionate and dissuasive,1,20130136(COD)_trilogue1_art230-262_343,1,COM
2250,Whereas,999,2017/0334(COD)_10,2,COM
2251,a the MMF has the right to terminate the agreement at any time upon a notice of maximum two working days,1,2013/0306(COD)_176,1,COM
2252,Article 11 Eco innovation 1 Upon application by a supplier or a manufacturer CO 2 savings achieved through the use of innovative technologies or a combination of innovative technologies innovative technology packages shall be considered,999,2017/0293(COD)_295,2,Council
